id,new_item,new_resp,correct,rt
1,0,1,0,2.336779
1,1,1,1,0.963081
1,1,1,1,0.985074
1,0,0,1,1.730079
1,1,0,0,1.073754
1,0,0,1,1.101673
1,1,1,1,1.487548
1,1,1,1,0.985791
1,0,0,1,2.158284
1,1,1,1,1.597145
1,1,1,1,0.993301
1,0,0,1,2.188753
1,0,0,1,0.980022
10,0,1,0,1.840293
10,0,0,1,NA
10,0,0,1,1.41928
10,0,0,1,1.101928
10,1,1,1,1.621036
10,1,1,1,1.093347
10,1,1,1,1.098164
10,1,1,1,1.209317
10,0,1,0,NA
10,1,1,1,1.396061
10,0,1,0,1.310212
10,0,0,1,1.617511
10,0,1,0,1.628678
10,1,1,1,1.714992
10,1,1,1,1.082756
10,0,0,1,1.932348
10,0,1,0,1.830946
10,0,1,0,0.664304
10,1,1,1,1.406042
10,0,0,1,1.494846
10,1,1,1,1.05583
10,0,1,0,1.204948
10,0,0,1,1.736586
10,1,1,1,1.076691
10,1,1,1,1.816937
10,0,0,1,1.399838
10,1,1,1,1.189516
10,1,1,1,0.876163
10,1,1,1,1.09857
10,0,1,0,1.937794
10,0,1,0,0.864223
10,1,1,1,0.979155
10,0,1,0,0.97094
10,0,1,0,0.863936
10,1,1,1,1.086269
10,1,1,1,0.977292
10,0,1,0,0.876645
10,1,1,1,0.876103
10,1,1,1,0.877173
10,1,1,1,0.767122
10,1,1,1,0.764999
10,0,1,0,0.872399
10,0,0,1,1.379739
10,0,0,1,1.409596
10,1,1,1,0.972706
10,0,1,0,0.771278
10,0,1,0,0.767407
10,1,1,1,1.100913
10,0,1,0,1.21445
10,1,1,1,1.190092
10,1,1,1,0.755921
10,1,1,1,0.989932
10,1,1,1,0.877452
10,1,1,1,0.76708
10,0,1,0,0.767604
10,1,1,1,0.767755
10,0,1,0,0.882165
10,1,1,1,0.658029
10,1,1,1,0.983234
10,1,1,1,0.877416
10,0,1,0,0.767755
10,1,1,1,0.770399
10,1,1,1,0.767293
10,0,1,0,0.758547
10,1,1,1,0.770962
10,0,1,0,0.657222
10,1,1,1,0.996657
10,0,1,0,1.538729
10,0,1,0,1.303372
10,0,1,0,0.878175
10,1,1,1,1.216334
10,1,1,1,1.283202
10,1,1,1,1.088144
10,1,1,1,0.869329
10,0,1,0,1.728224
10,1,1,1,0.97706
10,1,0,0,1.847394
10,1,1,1,0.970235
10,0,1,0,0.539791
10,1,1,1,0.880288
10,0,1,0,0.74267
10,1,1,1,0.767677
10,1,1,1,0.876943
10,0,1,0,0.877425
10,0,1,0,0.755372
10,0,1,0,0.861254
10,1,1,1,0.861241
10,0,1,0,0.767975
10,0,1,0,0.767934
10,1,1,1,0.864767
10,0,1,0,0.757317
10,0,1,0,0.648838
10,0,1,0,0.658873
10,1,1,1,0.774141
10,0,1,0,0.771388
10,0,1,0,0.771182
10,0,1,0,1.095132
10,0,1,0,0.877156
10,1,1,1,0.880772
10,0,1,0,0.657783
10,0,0,1,1.486435
10,1,1,1,1.087208
10,1,1,1,0.439685
10,1,1,1,0.757364
10,0,1,0,0.65817
10,1,1,1,0.767802
10,0,1,0,0.658165
10,1,1,1,0.439201
10,0,1,0,0.430216
10,1,1,1,0.429349
10,0,1,0,NA
10,0,1,0,0.658975
61,1,1,1,2.017907
61,0,1,0,2.177374
61,1,1,1,1.075358
61,1,1,1,1.52967
61,1,1,1,1.304403
61,0,0,1,1.692943
61,1,1,1,1.495932
61,1,1,1,1.608993
61,0,0,1,1.406263
61,1,1,1,1.51542
61,0,0,1,1.625284
61,1,1,1,1.90502
61,1,0,0,1.842848
61,0,0,1,1.593154
61,1,1,1,1.718281
61,0,0,1,1.391312
61,0,1,0,2.465839
61,0,0,1,1.39074
61,0,0,1,1.312745
61,0,0,1,1.2035690000000001
61,0,0,1,1.203564
61,1,1,1,1.406385
61,1,1,1,1.577754
61,0,0,1,1.367288
61,1,1,1,1.510109
61,0,0,1,1.496616
61,0,0,1,1.484489
61,1,0,0,1.515521
61,1,1,1,NA
61,0,0,1,1.905177
61,0,0,1,1.281439
61,0,0,1,1.203475
61,0,0,1,1.094351
61,1,1,1,1.718248
61,1,1,1,1.187603
61,1,1,1,1.82706
61,1,1,1,1.194645
61,1,1,1,1.094361
61,1,1,1,1.422164
61,1,1,1,0.985065
61,0,0,1,2.124177
61,1,1,1,1.381714
61,0,1,0,1.181489
61,1,1,1,1.094241
61,0,1,0,1.187514
61,1,0,0,1.489113
61,0,0,1,1.586621
61,0,0,1,1.094259
61,1,0,0,1.749642
61,1,1,1,1.686847
61,1,1,1,1.281497
61,1,1,1,NA
61,1,1,1,NA
61,0,0,1,1.71856
61,0,0,1,1.485098
61,1,1,1,1.919663
61,0,0,1,1.718768
61,1,1,1,2.139167
61,0,0,1,1.376195
61,0,0,1,1.297265
61,0,0,1,1.312792
61,0,0,1,1.187804
61,0,0,1,1.09092
61,0,0,1,0.98555
61,1,1,1,1.500115
61,1,1,1,1.796433
61,0,0,1,2.373921
61,1,1,1,2.45135
61,1,1,1,1.312806
61,1,1,1,1.734054
61,0,0,1,1.501247
61,0,0,1,2.372459
61,0,0,1,1.203167
61,0,0,1,1.203543
61,0,0,1,1.094394
61,0,0,1,0.985217
61,1,1,1,1.609411
61,1,1,1,1.718446
61,0,1,0,2.248754
61,1,1,1,1.515406
61,1,1,1,2.077065
61,1,0,0,1.515859
61,0,0,1,1.085937
61,0,0,1,1.523836
61,0,0,1,NA
61,1,0,0,1.29742
61,0,0,1,2.185967
61,0,1,0,2.154989
61,0,0,1,1.718626
61,1,1,1,2.234204
61,0,0,1,2.107346
61,1,1,1,1.500402
61,0,1,0,1.703096
61,1,1,1,1.60954
61,0,0,1,1.500109
61,0,0,1,1.095522
61,1,1,1,1.827796
61,1,1,1,1.531281
61,1,1,1,1.203183
61,1,1,1,1.632422
61,1,1,1,1.203636
61,1,1,1,1.312491
61,1,0,0,1.718924
61,0,0,1,1.094169
61,1,1,1,1.483504
61,0,0,1,1.500407
61,0,0,1,1.203804
61,1,1,1,1.515833
61,0,0,1,1.500535
61,1,1,1,1.50058
61,0,0,1,1.391004
61,0,0,1,1.201328
62,0,1,0,1.40733
62,1,1,1,0.301621
62,0,1,0,1.908031
62,0,0,1,1.3043960000000001
62,1,1,1,1.505475
62,0,0,1,1.305211
62,0,0,1,0.501949
62,0,0,1,0.502342
62,1,1,1,0.602609
62,0,0,1,0.603066
62,1,1,1,0.603029
62,1,0,0,0.703044
62,1,1,1,0.602645
62,0,0,1,0.603428
62,0,1,0,0.602699
62,0,0,1,0.702346
62,0,1,0,0.606481
62,1,0,0,0.502472
62,1,1,1,0.502016
62,1,0,0,0.502484
62,0,0,1,0.602431
62,0,0,1,0.301499
62,1,0,0,0.101098
62,0,0,1,0.302065
62,1,0,0,0.30181
62,1,0,0,0.301424
62,1,0,0,0.301729
62,1,0,0,0.301832
62,1,0,0,0.101019
62,1,0,0,0.302151
62,0,1,0,0.402069
62,0,1,0,0.301843
62,1,1,1,0.100876
62,0,1,0,0.101466
62,0,1,0,0.201832
62,1,1,1,0.101106
62,0,1,0,0.301922
62,0,1,0,0.301297
62,0,1,0,0.30176
62,0,1,0,0.100854
62,0,1,0,0.100953
62,0,1,0,0.301439
62,1,1,1,0.101223
62,1,1,1,0.101081
62,0,1,0,0.201363
62,1,1,1,0.100934
62,1,1,1,0.100893
62,0,1,0,0.201671
62,1,1,1,0.100845
62,0,1,0,0.20209
62,0,0,1,0.504637
62,1,0,0,0.301773
62,1,0,0,0.30172
62,0,0,1,0.100972
62,1,0,0,0.100958
62,0,0,1,0.201428
62,1,0,0,0.101333
62,0,0,1,0.402572
62,0,0,1,0.301798
62,1,0,0,0.101035
62,0,0,1,0.302071
62,1,0,0,0.302263
62,0,0,1,0.101012
62,1,0,0,0.101042
62,1,0,0,0.201942
62,1,0,0,0.101335
62,1,1,1,0.603038
62,0,1,0,0.30183
62,1,1,1,0.301795
62,1,1,1,0.301736
62,0,1,0,0.100966
62,1,0,0,0.602395
62,1,1,1,1.204681
62,1,0,0,0.903503
62,0,1,0,0.502405
62,0,0,1,0.502676
62,0,1,0,0.402122
62,0,0,1,0.402041
62,0,1,0,0.401965
62,0,0,1,0.401807
62,1,1,1,0.301828
62,1,0,0,0.401834
62,1,1,1,0.402324
62,1,0,0,0.602571
62,0,1,0,0.502416
62,0,0,1,0.402566
62,1,1,1,0.602856
62,1,1,1,1.204474
62,1,0,0,0.402099
62,1,1,1,0.502641
62,0,0,1,0.502223
62,1,1,1,0.401719
62,0,0,1,0.40195
62,1,1,1,0.40186
62,1,0,0,0.401968
62,1,1,1,0.401943
62,1,1,1,0.803232
62,1,1,1,0.301703
62,0,1,0,0.301675
62,1,1,1,0.100819
62,1,1,1,0.201928
62,0,1,0,0.100946
62,0,1,0,0.201625
62,0,1,0,0.201577
62,0,1,0,0.201517
62,0,1,0,0.201378
62,0,1,0,0.100955
62,0,1,0,0.201624
62,1,1,1,0.201244
62,0,1,0,0.100983
62,0,1,0,0.203196
62,1,0,0,0.402045
63,1,1,1,NA
63,0,0,1,1.260193
63,1,1,1,1.480904
63,1,1,1,2.278987
63,0,0,1,NA
63,1,1,1,1.483883
63,1,0,0,1.078195
63,0,0,1,1.265718
63,1,1,1,1.811202
63,1,0,0,1.48406
63,0,0,1,1.381991
63,0,1,0,1.272858
63,0,0,1,1.187661
63,1,0,0,1.281201
63,0,1,0,0.953786
63,0,1,0,1.20276
63,1,1,1,1.094014
63,1,1,1,0.985063
63,1,0,0,1.818358
63,0,1,0,1.165321
63,0,1,0,1.312501
63,1,1,1,1.094282
63,0,1,0,1.624714
63,1,0,0,1.515581
63,0,0,1,1.18768
63,1,1,1,0.969294
63,1,1,1,1.094135
63,1,1,1,2.170515
63,1,1,1,1.187886
63,0,0,1,1.505545
63,0,0,1,1.242942
63,1,1,1,1.702138
63,0,1,0,1.390938
63,0,0,1,1.593732
63,0,1,0,1.094346
63,1,1,1,1.203363
63,1,1,1,1.094012
63,1,0,0,1.497409
63,0,0,1,1.482503
63,0,1,0,0.848434
63,0,1,0,1.109653
63,1,1,1,1.093828
63,0,1,0,1.858553
63,1,1,1,1.094026
63,1,1,1,1.312535
63,1,1,1,1.203308
63,0,1,0,2.232862
63,0,1,0,1.82726
63,0,0,1,1.077788
63,0,1,0,NA
63,0,1,0,1.203565
63,0,0,1,2.137995
63,1,1,1,1.310131
63,1,1,1,1.206976
63,1,1,1,0.969639
63,0,0,1,2.208552
63,0,0,1,1.384146
63,1,1,1,1.094032
63,0,1,0,1.094331
63,0,1,0,1.203698
63,1,1,1,1.437429
63,0,1,0,0.985127
63,1,1,1,2.030337
63,0,1,0,1.827719
63,0,0,1,1.375303
63,0,0,1,1.422013
63,0,1,0,2.31059
63,1,0,0,NA
63,0,0,1,1.58823
63,0,1,0,1.052661
63,1,1,1,1.094734
63,1,1,1,0.873809
63,0,1,0,0.985425
63,1,1,1,0.766511
63,0,1,0,1.083534
63,1,1,1,1.087362
63,0,1,0,1.194913
63,0,1,0,1.203736
63,1,0,0,1.511865
63,1,1,1,1.597216
63,0,1,0,1.172305
63,1,1,1,1.615541
63,1,1,1,1.197266
63,1,1,1,NA
63,0,0,1,1.382086
63,1,1,1,1.31335
63,1,1,1,1.312815
63,0,0,1,1.640667
63,1,0,0,1.805915
63,1,1,1,1.490559
63,0,0,1,1.297078
63,0,0,1,1.39104
63,0,1,0,1.281309
63,0,1,0,1.203825
63,1,1,1,1.079189
63,0,0,1,1.2771
63,0,1,0,0.84934
63,1,1,1,0.891768
63,1,1,1,0.76692
63,1,1,1,0.759471
63,1,1,1,1.741508
63,0,0,1,1.609407
63,0,0,1,1.490977
63,1,1,1,1.384227
63,1,1,1,0.87621
63,0,1,0,NA
63,1,1,1,0.76686
63,0,1,0,NA
63,1,1,1,NA
63,0,1,0,0.985532
63,1,1,1,0.985597
63,1,1,1,2.077336
64,0,0,1,2.431474
64,1,1,1,1.878852
64,0,0,1,1.47771
64,0,0,1,1.076185
64,1,0,0,0.983325
64,1,1,1,2.262434
64,1,1,1,2.029914
64,1,1,1,3.059667
64,0,0,1,1.717393
64,0,0,1,1.186503
64,1,1,1,3.090104
64,1,1,1,4.04165
64,0,0,1,1.171755
64,0,0,1,0.984414
64,0,0,1,0.984512
64,0,0,1,0.865562
64,1,1,1,1.711233
64,0,0,1,1.810979
64,0,1,0,3.558586
64,1,1,1,NA
64,1,1,1,1.686527
64,1,0,0,1.57772
64,0,0,1,1.592862
64,0,0,1,1.093864
64,1,1,1,1.795968
64,1,1,1,3.262375
64,0,0,1,1.592976
64,0,0,1,1.624614
64,0,0,1,1.078626
64,0,1,0,1.623332
64,1,1,1,1.577569
64,1,1,1,1.998661
64,0,1,0,1.697873
64,0,0,1,1.472989
64,0,1,0,1.265025
64,0,1,0,2.793991
64,0,0,1,1.283242
64,1,1,1,1.715457
64,1,1,1,1.48365
64,0,0,1,1.062248
64,1,0,0,0.875608
64,0,0,1,3.059202
64,1,1,1,2.669592
64,0,0,1,1.374707
64,1,1,1,2.029858
64,1,1,1,NA
64,1,1,1,1.951858
64,1,1,1,1.490022
64,0,0,1,1.711997
64,1,0,0,1.078667
64,1,1,1,1.608812
64,0,1,0,2.451263
64,0,0,1,2.138816
64,0,1,0,1.514992
64,0,1,0,2.248173
64,0,0,1,1.172208
64,0,0,1,1.37608
64,1,1,1,2.045588
64,1,1,1,1.374783
64,0,1,0,1.780307
64,0,1,0,1.681027
64,0,0,1,1.177622
64,1,0,0,2.779039
64,0,0,1,0.962633
64,0,0,1,1.640169
64,1,0,0,1.189201
64,1,1,1,1.513111
64,1,1,1,1.577638
64,1,1,1,1.557128
64,1,1,1,1.448926
64,0,0,1,1.79289
64,0,0,1,1.265081
64,0,0,1,1.073635
64,0,0,1,0.942216
64,0,0,1,0.965994
64,1,1,1,1.673859
64,1,1,1,2.622446
64,1,1,1,1.312086
64,0,0,1,1.484175
64,1,1,1,3.402686
64,0,1,0,1.70195
64,1,1,1,1.499008
64,1,1,1,1.677754
64,0,1,0,3.114186
64,1,1,1,1.406118
64,1,1,1,4.369465
64,0,0,1,1.624485
64,1,1,1,4.151534
64,1,0,0,2.233289
64,1,1,1,1.499484
64,0,0,1,1.039634
64,0,0,1,1.398175
64,0,0,1,1.203352
64,0,0,1,1.094514
64,1,1,1,1.733669
64,1,1,1,1.277502
64,1,1,1,1.269118
64,1,0,0,1.484337
64,0,0,1,1.671228
64,0,0,1,1.078022
64,1,1,1,NA
64,0,0,1,1.375151
64,1,1,1,NA
64,1,0,0,2.888588
64,1,1,1,NA
64,1,1,1,1.812053
64,0,0,1,1.702773
64,1,1,1,2.34225
64,0,1,0,1.422057
64,1,1,1,3.824452
64,1,1,1,1.203558
64,0,0,1,1.171845
65,0,1,0,4.269522
65,1,1,1,1.503119
65,0,0,1,1.833401
65,1,1,1,2.99612
65,0,0,1,2.170005
65,1,1,1,1.811708
65,0,1,0,3.830683
65,1,0,0,4.707072
65,1,1,1,2.170201
65,1,1,1,2.280098
65,0,1,0,NA
65,1,1,1,1.733351
65,1,0,0,2.591605
65,1,1,1,4.526295
65,0,0,1,NA
65,0,0,1,1.530222
65,1,1,1,2.544977
65,0,0,1,2.045843
65,0,1,0,1.71764
65,0,0,1,2.108078
65,0,1,0,2.373406
65,1,0,0,2.014853
65,1,1,1,NA
65,1,1,1,1.40668
65,0,0,1,2.139225
65,1,1,1,2.364345
65,1,0,0,3.309873
65,1,1,1,3.871184
65,0,1,0,1.858894
65,1,1,1,3.605934
65,0,0,1,2.389259
65,0,0,1,NA
65,1,0,0,0.876267
65,0,0,1,2.3582
65,0,1,0,1.890138
65,0,0,1,2.124354
65,1,1,1,1.811889
65,0,0,1,2.810299
65,0,0,1,1.296569
65,0,0,1,1.312677
65,1,0,0,1.749379
65,0,0,1,1.312756
65,0,1,0,3.433469
65,0,1,0,2.264387
65,1,0,0,2.918598
65,1,1,1,2.264446
65,1,1,1,2.669546
65,1,1,1,2.467383
65,1,0,0,2.482981
65,0,0,1,2.108552
65,1,0,0,1.827647
65,0,0,1,1.203668
65,0,1,0,2.919793
65,0,0,1,3.231871
65,0,1,0,2.326904
65,0,0,1,2.015101
65,1,1,1,2.26426
65,0,0,1,3.27865
65,1,1,1,2.576704
65,0,0,1,1.890214
65,0,0,1,1.843375
65,1,0,0,1.297376
65,1,1,1,2.170802
65,1,1,1,1.29812
65,0,0,1,2.46697
65,1,1,1,1.796433
65,0,0,1,2.452058
65,0,0,1,1.749714
65,1,1,1,1.515925
65,1,1,1,1.9371
65,0,0,1,1.936862
65,0,1,0,1.265993
65,1,1,1,1.531351
65,1,1,1,0.970071
65,1,1,1,0.98544
65,1,1,1,NA
65,1,1,1,2.004567
65,1,1,1,1.468943
65,0,0,1,1.600682
65,0,0,1,1.618392
65,1,0,0,1.515728
65,0,0,1,1.313069
65,1,0,0,2.187004
65,1,1,1,1.827861
65,0,0,1,2.451982
65,1,1,1,1.375217
65,0,0,1,2.006602
65,1,0,0,1.493486
65,0,1,0,1.936418
65,1,0,0,1.500236
65,0,1,0,2.155447
65,1,0,0,1.999479
65,1,1,1,NA
65,1,1,1,NA
65,0,1,0,2.521698
65,1,0,0,1.687799
65,1,1,1,NA
65,0,0,1,1.92114
65,0,0,1,1.406944
65,0,0,1,1.312958
65,0,1,0,2.030568
65,0,0,1,1.828157
65,1,1,1,2.374044
65,0,0,1,1.609647
65,0,0,1,1.531663
65,0,0,1,2.499503
65,1,1,1,2.014744
65,1,1,1,2.062026
65,0,1,0,1.203868
65,0,0,1,2.474317
65,1,1,1,2.445257
65,1,1,1,1.31313
66,0,0,1,1.906895
66,1,1,1,1.802172
66,0,0,1,1.38304
66,0,1,0,1.717735
66,0,0,1,2.32482
66,0,0,1,1.093332
66,0,1,0,1.375042
66,0,1,0,1.484013
66,1,1,1,1.093843
66,0,0,1,1.608141
66,0,1,0,1.497343
66,0,0,1,1.483669
66,1,1,1,1.514767
66,1,1,1,1.405186
66,0,0,1,1.365515
66,0,0,1,1.306027
66,1,1,1,1.484336
66,1,1,1,1.608989
66,1,1,1,1.18799
66,1,1,1,1.203537
66,0,0,1,1.359326
66,1,1,1,1.608627
66,0,1,0,1.39061
66,0,1,0,1.421088
66,0,1,0,1.96778
66,0,0,1,1.484134
66,0,0,1,0.960105
66,1,1,1,1.384496
66,0,1,0,1.187568
66,1,1,1,1.203087
66,0,0,1,1.375271
66,1,0,0,1.187601
66,1,1,1,1.374605
66,0,0,1,1.824199
66,0,0,1,NA
66,1,1,1,1.499354
66,0,0,1,1.599561
66,0,1,0,2.022894
66,0,0,1,1.281236
66,0,0,1,0.98485
66,1,0,0,1.31224
66,0,1,0,1.374669
66,1,1,1,1.187822
66,0,0,1,1.506947
66,1,0,0,1.478416
66,0,1,0,2.839302
66,0,0,1,1.79621
66,1,1,1,1.484195
66,0,0,1,1.187161
66,1,1,1,1.40584
66,0,0,1,1.496999
66,0,0,1,1.09095
66,1,1,1,1.272027
66,0,0,1,1.693765
66,1,0,0,1.197028
66,0,0,1,1.920526
66,1,0,0,1.078659
66,0,0,1,1.09388
66,1,0,0,NA
66,0,0,1,1.600061
66,1,1,1,2.241466
66,1,1,1,1.468341
66,1,1,1,1.390099
66,1,1,1,1.171969
66,1,1,1,1.406577
66,0,0,1,1.709835
66,1,1,1,2.241515
66,1,0,0,1.709421
66,1,1,1,1.493287
66,0,1,0,1.203307
66,1,1,1,1.187931
66,1,1,1,1.3129
66,0,0,1,1.827724
66,1,1,1,1.359699
66,1,1,1,1.712365
66,0,0,1,1.161504
66,1,1,1,1.499985
66,1,1,1,1.500147
66,1,1,1,2.701219
66,1,1,1,1.185523
66,1,1,1,NA
66,1,1,1,1.188196
66,1,1,1,1.094238
66,0,1,0,0.986157
66,1,1,1,1.094309
66,0,0,1,1.624568
66,1,0,0,1.530998
66,1,0,0,1.203498
66,0,0,1,1.702693
66,1,1,1,1.593354
66,1,1,1,NA
66,0,0,1,1.594371
66,1,0,0,1.093225
66,0,0,1,1.094483
66,0,0,1,1.405273
66,1,1,1,1.70306
66,1,0,0,1.687435
66,0,0,1,1.593863
66,0,1,0,1.702567
66,1,0,0,2.014463
66,1,1,1,NA
66,0,0,1,1.701207
66,0,0,1,0.985631
66,1,1,1,1.594724
66,0,0,1,1.717505
66,0,1,0,1.92066
66,1,1,1,1.203534
66,1,0,0,1.82808
66,0,1,0,1.281383
66,0,1,0,1.725501
66,1,1,1,1.289522
66,0,0,1,NA
67,1,1,1,2.351206
67,0,0,1,2.133045
67,0,0,1,1.091588
67,1,1,1,1.624033
67,0,1,0,1.070216
67,0,0,1,1.490678
67,0,0,1,1.093823
67,0,1,0,1.701964
67,1,1,1,1.281126
67,1,1,1,1.092733
67,1,1,1,1.20318
67,0,0,1,2.044933
67,0,0,1,1.093597
67,0,0,1,1.093826
67,0,0,1,1.312309
67,1,0,0,1.312257
67,1,1,1,1.389754
67,1,1,1,1.195712
67,1,1,1,1.303415
67,0,1,0,1.733506
67,1,1,1,1.094015
67,0,1,0,1.202988
67,0,0,1,1.608625
67,1,1,1,1.623434
67,0,0,1,1.515035
67,0,0,1,1.094187
67,0,1,0,1.70239
67,0,0,1,1.56206
67,0,1,0,1.593113
67,1,1,1,1.280998
67,1,1,1,1.218458
67,1,1,1,1.094006
67,1,1,1,1.094035
67,0,0,1,1.624229
67,1,1,1,1.624463
67,0,1,0,1.093889
67,1,1,1,1.202953
67,1,1,1,1.109798
67,0,1,0,1.530438
67,1,1,1,1.078582
67,1,1,1,1.40596
67,0,0,1,1.53075
67,1,1,1,1.499503
67,0,0,1,1.624245
67,0,0,1,1.187389
67,0,0,1,1.093785
67,0,0,1,1.093702
67,0,0,1,1.749307
67,0,0,1,1.203089
67,0,0,1,1.312721
67,0,1,0,2.560718
67,1,1,1,1.202154
67,0,1,0,1.312509
67,1,1,1,1.312501
67,1,1,1,1.078658
67,0,0,1,1.920628
67,1,1,1,1.624459
67,0,0,1,1.702612
67,1,1,1,1.826853
67,0,0,1,1.608865
67,1,1,1,1.9831
67,0,1,0,1.374891
67,0,1,0,1.312428
67,1,1,1,1.125341
67,0,1,0,1.64021
67,1,1,1,1.421609
67,1,1,1,1.312199
67,1,1,1,1.203227
67,0,1,0,1.203286
67,0,1,0,1.530351
67,1,1,1,1.20293
67,0,0,1,1.624476
67,1,1,1,1.374916
67,0,1,0,1.093715
67,1,1,1,1.187795
67,0,0,1,1.702738
67,1,1,1,1.078543
67,1,1,1,1.094069
67,1,1,1,1.094282
67,1,1,1,1.094305
67,0,0,1,2.045831
67,1,1,1,1.599859
67,0,0,1,1.936653
67,1,1,1,1.499497
67,1,1,1,1.749329
67,1,1,1,1.094266
67,0,1,0,1.203279
67,1,1,1,1.967764
67,1,1,1,1.196652
67,1,1,1,1.521853
67,1,1,1,1.094091
67,0,0,1,2.045881
67,1,1,1,1.609065
67,1,1,1,1.203692
67,1,1,1,1.094225
67,0,1,0,1.19461
67,1,1,1,1.1967
67,0,0,1,1.827832
67,1,1,1,1.171988
67,1,1,1,1.094378
67,0,1,0,0.977543
67,0,0,1,1.522678
67,1,1,1,1.796235
67,0,0,1,1.59348
67,0,0,1,1.312644
67,0,0,1,1.187903
67,1,1,1,1.608918
67,0,0,1,1.702777
67,0,0,1,1.889532
67,1,1,1,1.678626
67,0,1,0,1.625435
67,1,1,1,1.070068
68,0,0,1,2.454221
68,1,0,0,NA
68,1,1,1,NA
68,1,0,0,NA
68,1,0,0,NA
68,0,0,1,NA
68,1,1,1,NA
68,1,0,0,NA
68,1,1,1,NA
68,0,0,1,1.568567
68,0,1,0,NA
68,1,1,1,2.022188
68,0,0,1,1.460287
68,1,1,1,1.273136
68,1,1,1,1.461027
68,1,1,1,1.396906
68,1,1,1,1.691097
68,1,1,1,1.255708
68,1,1,1,1.308747
68,1,1,1,1.159282
68,1,1,1,1.510061
68,0,0,1,1.489899
68,0,0,1,1.077338
68,0,0,1,1.499212
68,1,1,1,1.510038
68,1,1,1,1.266257
68,0,0,1,1.239046
68,1,1,1,1.494338
68,1,1,1,2.372499
68,0,0,1,1.257192
68,1,1,1,1.39032
68,1,1,1,2.310569
68,0,0,1,1.156804
68,1,1,1,1.184472
68,1,1,1,1.081532
68,0,0,1,1.466507
68,0,1,0,2.032382
68,0,0,1,1.156897
68,0,0,1,1.078943
68,1,1,1,1.296816
68,1,1,1,2.014088
68,1,1,1,1.156382
68,1,1,1,2.338598
68,1,1,1,NA
68,1,1,1,1.07775
68,0,0,1,1.26591
68,1,1,1,1.187942
68,0,0,1,1.17154
68,0,0,1,1.078446
68,1,1,1,1.156422
68,0,0,1,1.26592
68,0,0,1,1.156886
68,1,1,1,1.169817
68,1,1,1,1.578196
68,0,1,0,1.55443
68,1,1,1,1.171709
68,0,0,1,1.455941
68,1,1,1,1.063553
68,0,1,0,NA
68,1,1,1,1.078471
68,0,0,1,1.589981
68,0,0,1,1.160453
68,0,0,1,1.149008
68,1,1,1,1.265872
68,0,0,1,1.170865
68,0,0,1,1.482974
68,1,1,1,1.149735
68,1,0,0,NA
68,0,0,1,NA
68,0,0,1,1.513532
68,1,0,0,NA
68,0,1,0,1.597706
68,1,0,0,NA
