"","sub","trial","stim","item","response","correct","RT"
"105",1,105,"pict","old","old",1,1.303935
"106",1,106,"pict","new","new",1,1.601848
"107",1,107,"pict","new","new",1,2.186581
"108",1,108,"pict","new","new",1,1.18689
"109",1,109,"pict","new","new",1,1.080073
"110",1,110,"pict","new","new",1,1.083951
"111",1,111,"pict","old","old",1,1.939287
"112",1,112,"pict","new","new",1,2.263571
"113",1,113,"aud","old","old",1,1.929901
"114",1,114,"aud","old","old",1,1.08896
"115",1,115,"aud","old","old",1,0.761351
"116",1,116,"aud","old","old",1,0.761415
"117",1,117,"aud","old","old",1,0.760891
"118",1,118,"aud","old","old",1,0.761449
"119",1,119,"aud","new","new",1,0.761393
"120",1,120,"aud","new","new",1,0.854977
"121",1,121,"aud","new","new",1,0.76133
"122",1,122,"aud","new","new",1,0.870628
"123",1,123,"aud","old","old",1,1.151695
"124",1,124,"aud","new","new",1,0.965806
"125",1,125,"aud","old","old",1,1.510332
"126",1,126,"aud","old","old",1,0.984913
"127",1,127,"aud","old","new",0,1.71308
"128",1,128,"aud","new","new",1,0.958987
"129",1,129,"aud","new","new",1,0.870616
"130",1,130,"aud","new","new",1,0.964325
"131",1,131,"aud","old","old",1,1.182392
"132",1,132,"aud","new","new",1,1.712812
"133",1,133,"aud","old","old",1,1.089378
"134",1,134,"aud","new","old",0,0.76139
"135",1,135,"aud","old","old",1,0.745599
"136",1,136,"aud","new","new",1,1.057996
"137",1,137,"aud","old","old",1,1.307381
"138",1,138,"aud","old","old",1,0.870715
"139",1,139,"aud","old","old",1,0.76137
"140",1,140,"aud","old","new",0,0.871052
"141",1,141,"aud","new","new",1,0.856128
"142",1,142,"aud","new","new",1,1.525813
"143",1,143,"aud","new","new",1,0.760667
"144",1,144,"aud","old","old",1,0.855081
"145",1,145,"aud","new","new",1,0.763024
"146",1,146,"aud","new","new",1,0.761317
"147",1,147,"aud","old","old",1,0.766567
"148",1,148,"aud","new","new",1,0.759719
"149",1,149,"aud","old","old",1,0.859905
"150",1,150,"aud","old","old",1,0.761259
"151",1,151,"aud","old","new",0,1.714861
"152",1,152,"aud","new","new",1,0.760931
"153",1,153,"aud","old","old",1,0.761304
"154",1,154,"aud","old","old",1,0.761258
"155",1,155,"aud","old","old",1,1.915738
"156",1,156,"aud","old","old",1,0.754635
"157",1,157,"aud","new","new",1,1.075148
"158",1,158,"aud","new","new",1,0.761391
"159",1,159,"aud","new","new",1,1.075317
"160",1,160,"aud","old","old",1,0.872624
"161",1,161,"aud","new","new",1,0.748136
"162",1,162,"aud","new","new",1,0.870559
"163",1,163,"aud","old","new",0,4.028447
"164",1,164,"aud","new","old",0,1.184339
"165",1,165,"aud","new","new",1,0.948614
"166",1,166,"aud","new","new",1,1.073643
"167",1,167,"aud","new","old",0,1.090972
"168",1,168,"aud","new","new",1,0.986409
"169",1,169,"aud","new","new",1,0.761486
"170",1,170,"aud","old","new",0,1.697541
"171",1,171,"aud","old","new",0,1.307499
"172",1,172,"aud","new","new",1,1.075278
"173",1,173,"aud","old","old",1,1.057931
"174",1,174,"aud","old","old",1,0.761482
"175",1,175,"aud","old","old",1,0.761523
"176",1,176,"aud","new","new",1,0.872031
"177",1,177,"aud","old","old",1,1.082206
"178",1,178,"aud","old","old",1,0.761436
"179",1,179,"aud","new","new",1,0.76332
"180",1,180,"aud","new","new",1,0.761491
"181",1,181,"aud","new","new",1,0.870688
"182",1,182,"aud","old","old",1,0.870253
"183",1,183,"aud","old","old",1,0.76149
"184",1,184,"aud","new","new",1,1.075302
"185",1,185,"aud","new","new",1,0.746055
"186",1,186,"aud","old","old",1,0.758178
"187",1,187,"aud","new","new",1,0.958361
"188",1,188,"aud","old","old",1,0.756416
"189",1,189,"aud","new","new",1,0.747631
"190",1,190,"aud","old","old",1,0.763303
"191",1,191,"aud","old","old",1,0.964302
"192",1,192,"aud","old","old",1,0.761432
"193",1,193,"aud","old","old",1,0.856674
"194",1,194,"aud","old","old",1,0.966114
"195",1,195,"aud","old","old",1,0.761329
"196",1,196,"aud","new","new",1,0.950463
"197",1,197,"aud","old","old",1,0.763271
"198",1,198,"aud","old","new",0,1.806915
"199",1,199,"aud","new","new",1,2.66605
"200",1,200,"aud","old","old",1,0.854049
"201",1,201,"aud","new","new",1,0.769446
"202",1,202,"aud","old","old",1,0.855233
"203",1,203,"aud","new","new",1,0.856835
"204",1,204,"aud","new","old",0,1.16723
"205",1,205,"aud","new","new",1,0.756849
"206",1,206,"aud","new","new",1,0.761524
"207",1,207,"aud","new","new",1,0.97984
"208",1,208,"aud","new","new",1,0.761434
"209",1,209,"aud","new","new",1,0.76149
"210",1,210,"aud","new","new",1,0.870712
"211",1,211,"aud","old","old",1,0.966046
"212",1,212,"aud","old","old",1,0.761548
"213",1,213,"aud","new","new",1,0.747642
"214",1,214,"aud","new","new",1,0.763276
"215",1,215,"aud","old","old",1,1.931502
"216",1,216,"aud","new","new",1,1.183055
"217",1,217,"aud","old","old",1,1.385501
"218",1,218,"aud","new","new",1,0.7691
"219",1,219,"aud","new","new",1,0.761537
"220",1,220,"aud","old","old",1,0.949313
"221",1,221,"aud","new","new",1,0.840657
"222",1,222,"aud","new","new",1,0.870688
"223",1,223,"aud","old","old",1,0.760724
"224",1,224,"aud","old","old",1,0.761608
"225",10,1,"aud","old","old",1,1.506936
"226",10,2,"aud","old","new",0,7.425861
"227",10,3,"aud","old","old",1,3.109669
"228",10,4,"aud","old","old",1,0.702419
"229",10,5,"aud","new","new",1,0.702665
"230",10,6,"aud","new","new",1,0.802617
"231",10,7,"aud","new","new",1,0.702967
"232",10,8,"aud","new","new",1,0.702667
"233",10,9,"aud","old","old",1,0.702608
"234",10,10,"aud","new","new",1,0.702443
"235",10,11,"aud","old","old",1,0.802605
"236",10,12,"aud","old","old",1,0.702466
"237",10,13,"aud","old","old",1,0.702711
"238",10,14,"aud","new","new",1,0.803116
"239",10,15,"aud","new","new",1,2.810033
"240",10,16,"aud","old","old",1,0.802858
"241",10,17,"aud","old","old",1,0.702518
"242",10,18,"aud","old","old",1,0.702849
"243",10,19,"aud","new","new",1,0.702872
"244",10,20,"aud","old","old",1,0.702493
"245",10,21,"aud","new","new",1,0.602367
"246",10,22,"aud","old","old",1,0.802729
"247",10,23,"aud","old","old",1,0.702685
"248",10,24,"aud","new","new",1,0.602112
"249",10,25,"aud","new","new",1,0.903265
"250",10,26,"aud","old","old",1,0.803138
"251",10,27,"aud","new","new",1,0.702043
"252",10,28,"aud","new","new",1,1.205852
"253",10,29,"aud","new","new",1,0.702769
"254",10,30,"aud","old","old",1,0.802935
"255",10,31,"aud","old","new",0,1.706151
"256",10,32,"aud","new","new",1,0.70296
"257",10,33,"aud","old","old",1,0.603708
"258",10,34,"aud","old","new",0,0.903256
"259",10,35,"aud","new","new",1,0.903265
"260",10,36,"aud","new","new",1,0.802933
"261",10,37,"aud","old","old",1,0.702496
"262",10,38,"aud","new","new",1,0.70253
"263",10,39,"aud","new","new",1,1.405211
"264",10,40,"aud","new","new",1,0.702669
"265",10,41,"aud","new","new",1,0.90319
"266",10,42,"aud","old","old",1,0.601893
"267",10,43,"aud","old","old",1,0.602187
"268",10,44,"aud","old","old",1,0.702729
"269",10,45,"aud","new","new",1,1.906309
"270",10,46,"aud","old","old",1,1.103639
"271",10,47,"aud","old","old",1,0.803007
"272",10,48,"aud","new","new",1,0.702436
"273",10,49,"aud","old","old",1,2.709045
"274",10,50,"aud","new","new",1,5.017917
"275",10,51,"aud","new","new",1,0.903562
"276",10,52,"aud","new","new",1,0.802858
"277",10,53,"aud","new","new",1,0.803522
"278",10,54,"aud","new","new",1,0.602069
"279",10,55,"aud","old","old",1,0.70241
"280",10,56,"aud","new","new",1,1.003559
"281",10,57,"aud","old","new",0,0.702625
"282",10,58,"aud","new","new",1,0.904133
"283",10,59,"aud","new","new",1,0.602493
"284",10,60,"aud","new","new",1,0.602339
"285",10,61,"aud","old","old",1,0.802613
"286",10,62,"aud","new","old",0,1.806387
"287",10,63,"aud","new","new",1,0.602779
"288",10,64,"aud","old","new",0,1.204465
"289",10,65,"aud","new","new",1,0.702563
"290",10,66,"aud","old","old",1,1.204725
"291",10,67,"aud","new","new",1,0.802692
"292",10,68,"aud","old","old",1,2.107592
"293",10,69,"aud","old","new",0,1.305134
"294",10,70,"aud","old","old",1,0.803214
"295",10,71,"aud","new","new",1,0.903311
"296",10,72,"aud","new","new",1,1.103579
"297",10,73,"aud","new","new",1,0.702927
"298",10,74,"aud","new","new",1,0.702971
"299",10,75,"aud","old","old",1,1.204399
"300",10,76,"aud","new","new",1,0.903191
"301",10,77,"aud","new","new",1,1.103835
"302",10,78,"aud","new","new",1,0.70268
"303",10,79,"aud","old","old",1,0.903004
"304",10,80,"aud","new","new",1,1.003832
"305",10,81,"aud","old","old",1,0.602187
"306",10,82,"aud","new","new",1,1.00334
"307",10,83,"aud","new","new",1,0.702617
"308",10,84,"aud","old","old",1,0.702503
"309",10,85,"aud","old","old",1,0.602489
"310",10,86,"aud","old","new",0,0.702467
"311",10,87,"aud","new","new",1,0.602192
"312",10,88,"aud","old","old",1,0.702656
"313",10,89,"aud","old","old",1,0.702698
"314",10,90,"aud","new","new",1,0.803095
"315",10,91,"aud","old","new",0,1.505103
"316",10,92,"aud","old","old",1,1.003704
"317",10,93,"aud","old","old",1,0.70269
"318",10,94,"aud","new","new",1,0.702495
"319",10,95,"aud","old","new",0,0.903161
"320",10,96,"aud","old","new",0,0.702418
"321",10,97,"aud","old","old",1,2.909437
"322",10,98,"aud","old","old",1,0.702841
"323",10,99,"aud","new","new",1,1.304098
"324",10,100,"aud","old","new",0,2.106713
"325",10,101,"aud","old","old",1,0.702322
"326",10,102,"aud","new","new",1,0.702846
"327",10,103,"aud","new","new",1,2.107684
"328",10,104,"aud","new","new",1,2.809605
"329",10,105,"aud","old","old",1,0.702512
"330",10,106,"aud","new","new",1,0.702696
"331",10,107,"aud","old","new",0,2.007076
"332",10,108,"aud","new","new",1,0.803306
"333",10,109,"aud","old","old",1,2.107325
"334",10,110,"aud","new","new",1,0.702377
"335",10,111,"aud","old","old",1,0.702742
"336",10,112,"aud","old","new",0,0.702395
"337",10,113,"pict","new","new",1,2.513092
"338",10,114,"pict","old","old",1,1.605314
"339",10,115,"pict","new","new",1,1.405281
"340",10,116,"pict","old","old",1,1.404799
"341",10,117,"pict","old","old",1,3.01091
"342",10,118,"pict","old","old",1,1.204358
"343",10,119,"pict","old","old",1,9.935713
"344",10,120,"pict","new","new",1,1.806676
"345",10,121,"pict","old","old",1,1.404584
"346",10,122,"pict","new","new",1,4.214782
"347",10,123,"pict","new","new",1,1.504983
"348",10,124,"pict","new","new",1,1.204369
"349",10,125,"pict","old","old",1,1.4054
"350",10,126,"pict","old","old",1,1.204115
"351",10,127,"pict","new","new",1,1.605288
"352",10,128,"pict","old","old",1,1.606084
"353",10,129,"pict","old","old",1,1.403766
"354",10,130,"pict","old","old",1,1.003918
"355",10,131,"pict","new","new",1,1.404944
"356",10,132,"pict","old","old",1,1.604704
"357",10,133,"pict","new","new",1,2.508619
"358",10,134,"pict","new","new",1,1.203966
"359",10,135,"pict","new","new",1,1.204234
"360",10,136,"pict","old","old",1,1.605808
"361",10,137,"pict","new","new",1,1.304126
"362",10,138,"pict","old","old",1,1.304748
"363",10,139,"pict","new","old",0,2.30718
"364",10,140,"pict","new","new",1,1.203414
"365",10,141,"pict","new","new",1,2.106797
"366",10,142,"pict","old","old",1,1.605356
"367",10,143,"pict","new","new",1,1.404706
"368",10,144,"pict","old","old",1,1.504903
"369",10,145,"pict","new","new",1,1.404575
"370",10,146,"pict","new","new",1,1.706589
"371",10,147,"pict","new","new",1,1.304856
"372",10,148,"pict","old","old",1,1.404899
"373",10,149,"pict","old","old",1,1.103996
"374",10,150,"pict","new","old",0,1.6055
"375",10,151,"pict","old","old",1,1.405008
"376",10,152,"pict","old","old",1,1.405398
"377",10,153,"pict","old","old",1,1.104001
"378",10,154,"pict","new","new",1,1.404515
"379",10,155,"pict","new","new",1,1.103943
"380",10,156,"pict","old","old",1,1.605498
"381",10,157,"pict","old","old",1,1.103893
"382",10,158,"pict","old","old",1,1.305043
"383",10,159,"pict","new","new",1,1.505702
"384",10,160,"pict","old","old",1,1.505016
"385",10,161,"pict","new","new",1,1.40466
"386",10,162,"pict","old","old",1,2.007201
"387",10,163,"pict","old","old",1,1.204777
"388",10,164,"pict","old","old",1,2.408646
"389",10,165,"pict","old","old",1,1.204371
"390",10,166,"pict","new","new",1,2.006138
"391",10,167,"pict","new","new",1,1.305065
"392",10,168,"pict","old","old",1,1.505415
"393",10,169,"pict","new","new",1,1.605534
"394",10,170,"pict","new","new",1,2.107126
"395",10,171,"pict","new","new",1,2.107725
"396",10,172,"pict","old","old",1,1.605226
"397",10,173,"pict","new","new",1,1.605157
"398",10,174,"pict","old","old",1,1.705187
"399",10,175,"pict","old","old",1,1.20431
"400",10,176,"pict","new","new",1,1.505368
"401",10,177,"pict","new","new",1,1.104241
"402",10,178,"pict","old","old",1,1.605117
"403",10,179,"pict","new","new",1,1.705754
"404",10,180,"pict","new","new",1,1.10397
"405",10,181,"pict","old","old",1,1.705389
"406",10,182,"pict","new","new",1,1.805777
"407",10,183,"pict","old","old",1,1.90632
"408",10,184,"pict","new","new",1,1.605229
"409",10,185,"pict","old","old",1,1.505013
"410",10,186,"pict","old","old",1,1.204283
"411",10,187,"pict","new","new",1,1.605147
"412",10,188,"pict","old","old",1,2.708862
"413",10,189,"pict","new","new",1,1.705084
"414",10,190,"pict","new","new",1,4.815707
"415",10,191,"pict","new","new",1,1.504297
"416",10,192,"pict","old","new",0,1.204913
"417",10,193,"pict","new","new",1,1.103864
"418",10,194,"pict","old","old",1,1.705467
"419",10,195,"pict","old","new",0,2.909466
"420",10,196,"pict","new","new",1,1.404784
"421",10,197,"pict","new","new",1,1.2042
"422",10,198,"pict","new","new",1,1.003812
"423",10,199,"pict","old","old",1,2.106777
"424",10,200,"pict","new","new",1,1.304349
"425",10,201,"pict","old","old",1,1.605384
"426",10,202,"pict","new","new",1,1.303597
"427",10,203,"pict","new","new",1,1.103824
"428",10,204,"pict","old","old",1,1.605474
"429",10,205,"pict","new","new",1,1.504412
"430",10,206,"pict","new","new",1,1.103912
"431",10,207,"pict","old","old",1,3.311748
"432",10,208,"pict","old","old",1,1.50463
"433",10,209,"pict","old","old",1,1.504837
"434",10,210,"pict","old","old",1,1.604871
"435",10,211,"pict","old","old",1,1.404517
"436",10,212,"pict","old","new",0,1.705069
"437",10,213,"pict","new","new",1,1.504781
"438",10,214,"pict","new","new",1,1.104095
"439",10,215,"pict","new","new",1,1.205163
"440",10,216,"pict","old","new",0,1.104038
"441",10,217,"pict","new","new",1,1.905377
"442",10,218,"pict","old","new",0,1.204543
"443",10,219,"pict","new","new",1,1.40528
"444",10,220,"pict","old","new",0,1.304505
"445",10,221,"pict","new","new",1,1.505361
"446",10,222,"pict","old","old",1,1.605051
"447",10,223,"pict","new","new",1,1.705564
"448",10,224,"pict","old","old",1,1.705394
"449",101,1,"pict","new","new",1,3.914441
"450",101,2,"pict","old","new",0,1.477559
"451",101,3,"pict","old","old",1,1.492328
"452",101,4,"pict","old","old",1,1.166732
"453",101,5,"pict","old","old",1,1.090513
"454",101,6,"pict","new","new",1,1.153289
"455",101,7,"pict","old","old",1,2.781322
"456",101,8,"pict","old","old",1,1.059802
"457",101,9,"pict","old","old",1,1.176354
"458",101,10,"pict","old","old",1,0.968708
"459",101,11,"pict","new","new",1,1.18535
"460",101,12,"pict","new","new",1,1.070824
"461",101,13,"pict","new","new",1,1.267984
"462",101,14,"pict","old","old",1,1.87091
"463",101,15,"pict","new","new",1,1.479876
"464",101,16,"pict","new","new",1,1.143117
"465",101,17,"pict","old","old",1,1.163524
"466",101,18,"pict","old","old",1,1.252602
"467",101,19,"pict","new","new",1,1.377977
"468",101,20,"pict","new","new",1,1.261975
"469",101,21,"pict","new","new",1,0.860022
"470",101,22,"pict","new","new",1,1.292119
"471",101,23,"pict","new","new",1,2.720445
"472",101,24,"pict","old","old",1,2.351161
"473",101,25,"pict","new","new",1,1.69512
"474",101,26,"pict","old","old",1,1.293551
"475",101,27,"pict","new","new",1,1.27283
"476",101,28,"pict","old","new",0,1.766379
"477",101,29,"pict","old","old",1,1.079272
"478",101,30,"pict","new","new",1,1.166471
"479",101,31,"pict","old","new",0,3.32016
"480",101,32,"pict","new","new",1,1.273882
"481",101,33,"pict","new","new",1,1.296807
"482",101,34,"pict","old","old",1,1.596645
"483",101,35,"pict","old","old",1,1.259368
"484",101,36,"pict","old","old",1,4.391167
"485",101,37,"pict","old","old",1,1.171918
"486",101,38,"pict","new","new",1,1.5738
"487",101,39,"pict","old","old",1,1.051563
"488",101,40,"pict","new","new",1,1.932732
"489",101,41,"pict","new","new",1,3.473761
"490",101,42,"pict","old","old",1,1.366556
"491",101,43,"pict","old","old",1,2.731185
"492",101,44,"pict","new","new",1,1.588666
"493",101,45,"pict","new","new",1,2.041079
"494",101,46,"pict","new","new",1,3.715108
"495",101,47,"pict","new","new",1,1.532611
"496",101,48,"pict","new","new",1,1.194705
"497",101,49,"pict","old","old",1,1.39461
"498",101,50,"pict","new","old",0,1.958839
"499",101,51,"pict","new","new",1,1.678513
"500",101,52,"pict","new","new",1,2.504105
"501",101,53,"pict","old","old",1,1.375529
"502",101,54,"pict","new","new",1,1.087239
"503",101,55,"pict","old","old",1,1.260433
"504",101,56,"pict","old","old",1,1.804788
"505",101,57,"pict","old","old",1,1.266919
"506",101,58,"pict","new","new",1,1.284075
"507",101,59,"pict","new","new",1,1.797178
"508",101,60,"pict","old","new",0,1.467803
"509",101,61,"pict","new","new",1,1.293659
"510",101,62,"pict","old","old",1,2.13281
"511",101,63,"pict","old","new",0,3.588961
"512",101,64,"pict","old","new",0,1.494486
"513",101,65,"pict","old","old",1,1.409752
"514",101,66,"pict","new","new",1,1.463315
"515",101,67,"pict","new","new",1,1.194154
"516",101,68,"pict","new","new",1,2.403514
"517",101,69,"pict","old","old",1,3.631028
"518",101,70,"pict","new","new",1,1.273291
"519",101,71,"pict","new","new",1,1.193528
"520",101,72,"pict","new","new",1,1.528752
"521",101,73,"pict","old","old",1,3.158367
"522",101,74,"pict","old","old",1,3.186594
"523",101,75,"pict","new","new",1,1.619342
"524",101,76,"pict","new","new",1,1.307352
"525",101,77,"pict","new","new",1,1.709027
"526",101,78,"pict","new","new",1,0.969146
"527",101,79,"pict","new","new",1,4.818933
"528",101,80,"pict","old","new",0,1.531975
"529",101,81,"pict","old","old",1,1.508159
"530",101,82,"pict","new","new",1,2.121699
"531",101,83,"pict","new","new",1,1.174424
"532",101,84,"pict","new","new",1,1.420945
"533",101,85,"pict","old","old",1,2.243719
"534",101,86,"pict","old","old",1,1.472115
"535",101,87,"pict","old","old",1,1.165572
"536",101,88,"pict","new","new",1,1.791844
"537",101,89,"pict","new","new",1,1.375379
"538",101,90,"pict","new","old",0,2.244792
"539",101,91,"pict","new","new",1,3.104511
"540",101,92,"pict","old","old",1,1.693018
"541",101,93,"pict","old","old",1,1.073577
"542",101,94,"pict","new","new",1,2.047315
"543",101,95,"pict","old","new",0,1.477842
"544",101,96,"pict","old","new",0,1.501401
"545",101,97,"pict","new","new",1,1.19745
"546",101,98,"pict","old","old",1,1.807824
"547",101,99,"pict","new","new",1,1.367025
"548",101,100,"pict","old","old",1,1.144109
"549",101,101,"pict","old","old",1,1.656739
"550",101,102,"pict","old","new",0,5.171971
"551",101,103,"pict","old","old",1,1.692421
"552",101,104,"pict","new","new",1,1.706685
"553",101,105,"pict","old","old",1,1.706052
"554",101,106,"pict","old","old",1,1.380058
"555",101,107,"pict","old","old",1,1.395601
"556",101,108,"pict","new","new",1,1.306485
"557",101,109,"pict","old","new",0,2.237218
"558",101,110,"pict","old","new",0,1.712004
"559",101,111,"pict","old","new",0,1.28902
"560",101,112,"pict","new","new",1,0.986509
"561",101,113,"aud","old","new",0,4.258877
"562",101,114,"aud","new","new",1,6.972438
"563",101,115,"aud","old","old",1,0.872216
"564",101,116,"aud","old","old",1,1.054747
"565",101,117,"aud","new","new",1,0.764266
"566",101,118,"aud","old","new",0,0.652532
"567",101,119,"aud","old","new",0,0.760925
"568",101,120,"aud","old","old",1,0.870576
"569",101,121,"aud","new","new",1,0.856692
"570",101,122,"aud","old","old",1,0.763334
"571",101,123,"aud","new","new",1,0.754407
"572",101,124,"aud","new","new",1,1.072933
"573",101,125,"aud","new","new",1,0.759173
"574",101,126,"aud","old","old",1,1.16698
"575",101,127,"aud","old","old",1,0.542832
"576",101,128,"aud","old","old",1,0.761357
"577",101,129,"aud","old","old",1,0.745849
"578",101,130,"aud","new","new",1,0.767045
"579",101,131,"aud","new","new",1,0.745776
"580",101,132,"aud","new","new",1,0.652348
"581",101,133,"aud","old","old",1,0.433521
"582",101,134,"aud","old","old",1,0.652328
"583",101,135,"aud","new","new",1,0.761588
"584",101,136,"aud","old","old",1,0.85691
"585",101,137,"aud","new","new",1,1.847613
"586",101,138,"aud","new","new",1,0.54279
"587",101,139,"aud","new","new",1,0.433463
"588",101,140,"aud","new","new",1,3.053944
"589",101,141,"aud","new","old",0,0.763189
"590",101,142,"aud","new","new",1,1.937367
"591",101,143,"aud","old","new",0,4.489874
"592",101,144,"aud","old","old",1,0.761383
"593",101,145,"aud","new","new",1,0.855841
"594",101,146,"aud","old","new",0,0.761272
"595",101,147,"aud","old","new",0,0.652231
"596",101,148,"aud","new","new",1,0.870524
"597",101,149,"aud","old","new",0,0.652063
"598",101,150,"aud","old","new",0,3.812687
"599",101,151,"aud","old","new",0,0.763325
"600",101,152,"aud","old","old",1,0.42599
"601",101,153,"aud","old","old",1,0.657025
"602",101,154,"aud","old","new",0,0.652408
"603",101,155,"aud","new","new",1,0.660651
"604",101,156,"aud","new","new",1,0.542878
"605",101,157,"aud","old","new",0,0.761411
"606",101,158,"aud","new","new",1,1.815863
"607",101,159,"aud","new","old",0,0.655622
"608",101,160,"aud","old","new",0,0.844294
"609",101,161,"aud","new","new",1,0.542904
"610",101,162,"aud","old","old",1,0.871474
"611",101,163,"aud","old","old",1,0.960905
"612",101,164,"aud","new","new",1,0.433011
"613",101,165,"aud","new","new",1,0.435233
"614",101,166,"aud","old","old",1,0.761524
"615",101,167,"aud","new","new",1,0.747654
"616",101,168,"aud","old","old",1,0.761851
"617",101,169,"aud","new","new",1,0.855222
"618",101,170,"aud","old","old",1,0.653436
"619",101,171,"aud","old","old",1,0.652282
"620",101,172,"aud","new","new",1,0.965274
"621",101,173,"aud","old","old",1,0.652254
"622",101,174,"aud","new","new",1,0.766088
"623",101,175,"aud","old","old",1,0.746134
"624",101,176,"aud","new","new",1,0.846434
"625",101,177,"aud","new","new",1,0.854939
"626",101,178,"aud","new","new",1,0.760676
"627",101,179,"aud","new","new",1,0.6522
"628",101,180,"aud","old","new",0,1.089044
"629",101,181,"aud","new","new",1,2.276543
"630",101,182,"aud","new","new",1,0.761477
"631",101,183,"aud","old","old",1,0.958795
"632",101,184,"aud","new","new",1,0.761601
"633",101,185,"aud","new","new",1,0.761484
"634",101,186,"aud","new","new",1,1.19829
